id_registro_a,id_registro_b,codigo_a,codigo_b,establecimiento_a,establecimiento_b,jornada_a,jornada_b,plan_a,plan_b,score,decision
11395,11396,21-02-0085-46,21-02-0088-46,"INSTITUTO PRIVADO DE EDUCACIÓN DE CIENCIAS Y TECNOLOGIA ""LA SAGRADA FAMILIA""","INSTITUTO PRIVADO DE EDUCACIÓN DE CIENCIAS Y TECNOLOGÍA ""LA SAGRADA FAMILIA""",DOBLE,DOBLE,FIN DE SEMANA,FIN DE SEMANA,98.7,
5453,5455,05-04-0052-46,05-04-0057-46,INSTITUTO DE EDUCACIÓN BÁSICA Y DIVERSIFICADO PARA ADULTOS FUNDACIÓN PANTALEÓN,INSTITUTO DE EDUCACIÓN BÁSICA Y DIVERSIFICADO PARA ADULTOS FUNDACIÓN PANTALEON,SIN JORNADA,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),A DISTANCIA,98.7,
292,294,00-01-0640-46,00-01-0642-46,LICEO TECNOLÓGICO MAYA DE GUATEMALA II,LICEO TECNOLÓGICO MAYA DE GUATEMALA III,DOBLE,MATUTINA,FIN DE SEMANA,DIARIO(REGULAR),98.7,
5445,5453,05-04-0034-46,05-04-0052-46,INSTITUTO DE EDUCACIÓN BÁSICA Y DIVERSIFICADO PARA ADULTOS FUNDACIÓN PANTALEON,INSTITUTO DE EDUCACIÓN BÁSICA Y DIVERSIFICADO PARA ADULTOS FUNDACIÓN PANTALEÓN,DOBLE,SIN JORNADA,FIN DE SEMANA,SEMIPRESENCIAL (FIN DE SEMANA),98.7,
10809,10810,18-04-0448-46,18-04-0449-46,INSTITUTO PARTICULAR MIXTO DE EDUCACION BÁSICA Y DIVERSIFICADA DR. PEDRO MOLINA,INSTITUTO PARTICULAR MIXTO DE EDUCACION BASICA Y DIVERSIFICADA DR. PEDRO MOLINA,DOBLE,DOBLE,FIN DE SEMANA,FIN DE SEMANA,98.7,
5579,5583,05-07-0066-46,05-07-0073-46,"COLEGIO MIXTO ""LUIS CARDOZA Y ARAGÓN""","COLEGIO MIXTO ""LUIS CARDOZA Y ARAGÓN"".",VESPERTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,98.7,
5583,5584,05-07-0073-46,05-07-0074-46,"COLEGIO MIXTO ""LUIS CARDOZA Y ARAGÓN"".","COLEGIO MIXTO ""LUIS CARDOZA Y ARAGÓN""",DOBLE,SIN JORNADA,FIN DE SEMANA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),98.7,
9997,10035,17-01-0136-46,17-01-3949-46,INSTITUTO TECNOLÓGICO HOWARD W. HUNTER.,INSTITUTO TECNOLÓGICO HOWARD W. HUNTER,DOBLE,DOBLE,DIARIO(REGULAR),DIARIO(REGULAR),98.7,
5580,5583,05-07-0067-46,05-07-0073-46,"COLEGIO MIXTO ""LUIS CARDOZA Y ARAGÓN""","COLEGIO MIXTO ""LUIS CARDOZA Y ARAGÓN"".",DOBLE,DOBLE,FIN DE SEMANA,FIN DE SEMANA,98.7,
11395,11398,21-02-0085-46,21-02-0094-46,"INSTITUTO PRIVADO DE EDUCACIÓN DE CIENCIAS Y TECNOLOGIA ""LA SAGRADA FAMILIA""","INSTITUTO PRIVADO DE EDUCACIÓN DE CIENCIAS Y TECNOLOGÍA ""LA SAGRADA FAMILIA""",DOBLE,SIN JORNADA,FIN DE SEMANA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),98.7,
5453,5457,05-04-0052-46,05-04-2449-46,INSTITUTO DE EDUCACIÓN BÁSICA Y DIVERSIFICADO PARA ADULTOS FUNDACIÓN PANTALEÓN,INSTITUTO DE EDUCACIÓN BÁSICA Y DIVERSIFICADO PARA ADULTOS FUNDACIÓN PANTALEON,SIN JORNADA,INTERMEDIA,SEMIPRESENCIAL (FIN DE SEMANA),FIN DE SEMANA,98.7,
5578,5583,05-07-0063-46,05-07-0073-46,"COLEGIO MIXTO ""LUIS CARDOZA Y ARAGÓN""","COLEGIO MIXTO ""LUIS CARDOZA Y ARAGÓN"".",VESPERTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,98.7,
1132,1135,00-06-0077-46,00-06-0081-46,"INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA ""DOCTORA SARA CABARRUS DE RUÍZ""","INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA ""DOCTORA SARA CABARRUS DE RUÍZ""",NOCTURNA,NOCTURNA,DIARIO(REGULAR),DIARIO(REGULAR),98.7,
1132,1133,00-06-0077-46,00-06-0078-46,"INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA ""DOCTORA SARA CABARRUS DE RUÍZ""","INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA ""DOCTORA SARA CABARRUS DE RUÍZ""",NOCTURNA,NOCTURNA,DIARIO(REGULAR),DIARIO(REGULAR),98.7,
11394,11395,21-02-0079-46,21-02-0085-46,"INSTITUTO PRIVADO DE EDUCACION DE CIENCIAS Y TECNOLOGIA ""LA SAGRADA FAMILIA""","INSTITUTO PRIVADO DE EDUCACIÓN DE CIENCIAS Y TECNOLOGIA ""LA SAGRADA FAMILIA""",VESPERTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,98.7,
483,484,00-01-2980-46,00-01-2981-46,INSTITUTO AMERICANO DE CONOCIMIENTOS,INSTITUTO AMERICANO DE CONOCIMIENTOS.,MATUTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),98.6,
5914,5945,06-08-0077-46,06-08-1828-46,COLEGIO TECNICO DE COMPUTACION C.T.S.,COLEGIO TECNICO DE COMPUTACION C.T.S,MATUTINA,DOBLE,DIARIO(REGULAR),SABATINO,98.6,
1664,1695,00-12-0139-46,00-12-2542-46,COLEGIO DE INFORMATICA IMB-PC NO. 2,COLEGIO DE INFORMATICA IMB-PC NO 2,SIN JORNADA,MATUTINA,SEMIPRESENCIAL (FIN DE SEMANA),DIARIO(REGULAR),98.6,
1626,1695,00-12-0044-46,00-12-2542-46,COLEGIO DE INFORMATICA IMB-PC NO. 2,COLEGIO DE INFORMATICA IMB-PC NO 2,DOBLE,MATUTINA,DIARIO(REGULAR),DIARIO(REGULAR),98.6,
1695,1723,00-12-2542-46,00-12-8422-46,COLEGIO DE INFORMATICA IMB-PC NO 2,COLEGIO DE INFORMATICA IMB-PC NO. 2,MATUTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,98.6,
1121,1134,00-06-0056-46,00-06-0079-46,"ESCUELA EXPERIMENTAL CON ORIENTACIÓN OCUPACIONAL ""VILLA DE LOS NIÑOS""","ESCUELA EXPERIMENTAL CON ORIENTACION OCUPACIONAL ""VILLA DE LOS NIÑOS""",DOBLE,MATUTINA,DIARIO(REGULAR),DIARIO(REGULAR),98.6,
11743,11750,22-11-0086-46,22-11-0096-46,"INSTITUTO PARTICULAR FORMACION Y DESARROLLO PROFESIONAL ""INDEFORP II""","INSTITUTO PARTICULAR FORMACIÓN Y DESARROLLO PROFESIONAL ""INDEFORP II""",DOBLE,SIN JORNADA,FIN DE SEMANA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),98.6,
11740,11741,22-11-0078-46,22-11-0079-46,INSTITUTO PARTICULAR MIXTO DE FORMACIÓN Y DESARROLLO PROFESIONAL INDEFORP,INSTITUTO PARTICULAR MIXTO DE FORMACION Y DESARROLLO PROFESIONAL INDEFORP,DOBLE,DOBLE,FIN DE SEMANA,FIN DE SEMANA,98.6,
5221,5224,05-01-0656-46,05-01-0666-46,INSTITUTO DE SISTEMAS EN INFORMATICA',INSTITUTO DE SISTEMAS EN INFORMATICA,MATUTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),98.6,
11456,11463,21-07-0089-46,21-07-0110-46,COLEGIO PARTICULAR MIXTO CENTRO DE ESTUDIOS DE INFORMATICA COMPUMASTER,COLEGIO PARTICULAR MIXTO CENTRO DE ESTUDIOS DE INFORMÁTICA COMPUMASTER,DOBLE,SIN JORNADA,FIN DE SEMANA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),98.6,
105,162,00-01-0289-46,00-01-0384-46,COLEGIO EN COMPUTACION SAN JOSE NO. 1,COLEGIO EN COMPUACION SAN JOSE NO. 1,DOBLE,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),98.6,
106,162,00-01-0292-46,00-01-0384-46,COLEGIO EN COMPUTACION SAN JOSE NO. 1,COLEGIO EN COMPUACION SAN JOSE NO. 1,DOBLE,VESPERTINA,FIN DE SEMANA,DIARIO(REGULAR),98.6,
107,162,00-01-0293-46,00-01-0384-46,COLEGIO EN COMPUTACION SAN JOSE NO. 1,COLEGIO EN COMPUACION SAN JOSE NO. 1,DOBLE,VESPERTINA,FIN DE SEMANA,DIARIO(REGULAR),98.6,
104,162,00-01-0288-46,00-01-0384-46,COLEGIO EN COMPUTACION SAN JOSE NO. 1,COLEGIO EN COMPUACION SAN JOSE NO. 1,MATUTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),98.6,
11463,11473,21-07-0110-46,21-07-1269-46,COLEGIO PARTICULAR MIXTO CENTRO DE ESTUDIOS DE INFORMÁTICA COMPUMASTER,COLEGIO PARTICULAR MIXTO CENTRO DE ESTUDIOS DE INFORMATICA COMPUMASTER,SIN JORNADA,VESPERTINA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),DIARIO(REGULAR),98.6,
11462,11473,21-07-0101-46,21-07-1269-46,COLEGIO PARTICULAR MIXTO CENTRO DE ESTUDIOS DE INFORMÁTICA COMPUMASTER,COLEGIO PARTICULAR MIXTO CENTRO DE ESTUDIOS DE INFORMATICA COMPUMASTER,DOBLE,VESPERTINA,FIN DE SEMANA,DIARIO(REGULAR),98.6,
4563,4564,03-09-0063-46,03-09-0064-46,INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,INSTITUTO MIXTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,VESPERTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),98.6,
11456,11462,21-07-0089-46,21-07-0101-46,COLEGIO PARTICULAR MIXTO CENTRO DE ESTUDIOS DE INFORMATICA COMPUMASTER,COLEGIO PARTICULAR MIXTO CENTRO DE ESTUDIOS DE INFORMÁTICA COMPUMASTER,DOBLE,DOBLE,FIN DE SEMANA,FIN DE SEMANA,98.6,
5934,5945,06-08-0471-46,06-08-1828-46,COLEGIO TECNICO DE COMPUTACION C.T.S.,COLEGIO TECNICO DE COMPUTACION C.T.S,VESPERTINA,DOBLE,DIARIO(REGULAR),SABATINO,98.6,
2025,2048,00-18-7878-46,00-18-9755-46,LICEO JUVENIL DE COMPUTACION C.S.S,LICEO JUVENIL DE COMPUTACION C.S.S.,MATUTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,98.6,
11744,11750,22-11-0087-46,22-11-0096-46,"INSTITUTO PARTICULAR FORMACION Y DESARROLLO PROFESIONAL ""INDEFORP II""","INSTITUTO PARTICULAR FORMACIÓN Y DESARROLLO PROFESIONAL ""INDEFORP II""",DOBLE,SIN JORNADA,FIN DE SEMANA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),98.6,
11740,11752,22-11-0078-46,22-11-2308-46,INSTITUTO PARTICULAR MIXTO DE FORMACIÓN Y DESARROLLO PROFESIONAL INDEFORP,INSTITUTO PARTICULAR MIXTO DE FORMACION Y DESARROLLO PROFESIONAL INDEFORP,DOBLE,VESPERTINA,FIN DE SEMANA,DIARIO(REGULAR),98.6,
3361,3363,01-14-9261-46,01-14-9266-46,COLEGIO EDUCATIVO DE DESARROLLO INFORMATICO Y CIENTIFICO DE AMATITLAN,COLEGIO EDUCATIVO DE DESARROLLO INFORMATICO Y CIENTIFICO DE AMATITLÁN,MATUTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,98.6,
3362,3363,01-14-9262-46,01-14-9266-46,COLEGIO EDUCATIVO DE DESARROLLO INFORMATICO Y CIENTIFICO DE AMATITLAN,COLEGIO EDUCATIVO DE DESARROLLO INFORMATICO Y CIENTIFICO DE AMATITLÁN,DOBLE,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,98.6,
3289,3363,01-14-0181-46,01-14-9266-46,COLEGIO EDUCATIVO DE DESARROLLO INFORMATICO Y CIENTIFICO DE AMATITLAN,COLEGIO EDUCATIVO DE DESARROLLO INFORMATICO Y CIENTIFICO DE AMATITLÁN,SIN JORNADA,DOBLE,SEMIPRESENCIAL (FIN DE SEMANA),FIN DE SEMANA,98.6,
3965,4035,01-17-0226-46,01-17-0417-46,INSTITUTO TÉCNICO EMILIANI SOMASCOS,INSTITUTO TÉNICO EMILIANI SOMASCOS,MATUTINA,SIN JORNADA,DIARIO(REGULAR),SEMIPRESENCIAL (FIN DE SEMANA),98.6,
3964,4035,01-17-0225-46,01-17-0417-46,INSTITUTO TÉCNICO EMILIANI SOMASCOS,INSTITUTO TÉNICO EMILIANI SOMASCOS,MATUTINA,SIN JORNADA,DIARIO(REGULAR),SEMIPRESENCIAL (FIN DE SEMANA),98.6,
3967,4035,01-17-0228-46,01-17-0417-46,INSTITUTO TÉCNICO EMILIANI SOMASCOS,INSTITUTO TÉNICO EMILIANI SOMASCOS,MATUTINA,SIN JORNADA,DIARIO(REGULAR),SEMIPRESENCIAL (FIN DE SEMANA),98.6,
2694,2747,01-08-0897-46,01-08-1054-46,CENTRO EDUCATIVO FE Y ALEGRÍA NO 44,CENTRO EDUCATIVO FE Y ALEGRÍA NO. 44,VESPERTINA,MATUTINA,DIARIO(REGULAR),DIARIO(REGULAR),98.6,
2707,2708,01-08-0937-46,01-08-0938-46,CENTRO EDUCATIVO FE Y ALEGRÍA NO. 2,CENTRO EDUCATIVO FE Y ALEGRÍA NO 2,MATUTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),98.6,
3966,4035,01-17-0227-46,01-17-0417-46,INSTITUTO TÉCNICO EMILIANI SOMASCOS,INSTITUTO TÉNICO EMILIANI SOMASCOS,MATUTINA,SIN JORNADA,DIARIO(REGULAR),SEMIPRESENCIAL (FIN DE SEMANA),98.6,
5509,5522,05-06-0056-46,05-06-0085-46,COLEGIO MIXTO LUIS CARDOZA Y ARAGÓN,COLEGIO MIXTO LUIS CARDOZA Y ARAGÓN.,VESPERTINA,MATUTINA,DIARIO(REGULAR),DIARIO(REGULAR),98.6,
10147,10153,17-05-0200-46,17-05-0217-46,"CENTRO EDUCATIVO INTEGRAL, ""FAGIOLI""","CENTRO EDUCATIVO INTEGRAL ""FAGIOLI""",DOBLE,VESPERTINA,FIN DE SEMANA,DIARIO(REGULAR),98.6,
10048,10059,17-03-0002-46,17-03-0079-46,"CENTRO EDUCATIVO CRISTIANO CON ORIENTACION UNIVERSITARIA ""EL SHADDAI""","CENTRO EDUCATIVO CRISTIANO CON ORIENTACIÓN UNIVERSITARIA ""EL SHADDAI""",MATUTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,98.6,
10059,10111,17-03-0079-46,17-03-3992-46,"CENTRO EDUCATIVO CRISTIANO CON ORIENTACIÓN UNIVERSITARIA ""EL SHADDAI""","CENTRO EDUCATIVO CRISTIANO CON ORIENTACION UNIVERSITARIA ""EL SHADDAI""",DOBLE,MATUTINA,FIN DE SEMANA,DIARIO(REGULAR),98.6,
8533,8534,13-01-0433-46,13-01-0434-46,"COLEGIO EVANGÉLICO MIXTO ""LA AURORA""","COLEGIO EVAGÉLICO MIXTO ""LA AURORA""",SIN JORNADA,VESPERTINA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),DIARIO(REGULAR),98.6,
8440,8576,13-01-0193-46,13-01-6952-46,COLEGIO PRIVADO MIXTO HERMANO PEDRO,COLEGO PRIVADO MIXTO HERMANO PEDRO,VESPERTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,98.6,
10047,10059,17-03-0001-46,17-03-0079-46,"CENTRO EDUCATIVO CRISTIANO CON ORIENTACION UNIVERSITARIA ""EL SHADDAI""","CENTRO EDUCATIVO CRISTIANO CON ORIENTACIÓN UNIVERSITARIA ""EL SHADDAI""",MATUTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,98.6,
8518,8576,13-01-0408-46,13-01-6952-46,COLEGIO PRIVADO MIXTO HERMANO PEDRO,COLEGO PRIVADO MIXTO HERMANO PEDRO,SIN JORNADA,DOBLE,SEMIPRESENCIAL (UN DÍA A LA SEMANA),FIN DE SEMANA,98.6,
8532,8534,13-01-0432-46,13-01-0434-46,"COLEGIO EVANGÉLICO MIXTO ""LA AURORA""","COLEGIO EVAGÉLICO MIXTO ""LA AURORA""",DOBLE,VESPERTINA,FIN DE SEMANA,DIARIO(REGULAR),98.6,
8775,8798,13-12-0102-46,13-12-6584-46,INSTITUTO PRIVADO MIXTO DE MAGISTERIO DE EDUCACIÓN PRIMARIA INTERCULTURAL,INSTITUTO PRIVADO MIXTO DE MAGISTERIO DE EDUCACION PRIMARIA INTERCULTURAL,MATUTINA,DOBLE,DIARIO(REGULAR),DIARIO(REGULAR),98.6,
1287,1415,00-07-0247-46,00-07-9406-46,LICEO DE COMPUTACIÓN C.S.S. ZONA 7,LICEO DE COMPUTACIÓN C.S.S ZONA 7,SIN JORNADA,DOBLE,SEMIPRESENCIAL (FIN DE SEMANA),FIN DE SEMANA,98.5,
2524,2679,01-08-0369-46,01-08-0866-46,INSTITUTO TECNOLÓGICO EN EDUCACION INTEGRAL MIXCO A LA VANGUARDIA,INSTITUTO TECNOLÓGICO EN EDUCACIÓN INTEGRAL MIXCO A LA VANGUARDIA,DOBLE,SIN JORNADA,FIN DE SEMANA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),98.5,
9192,9209,14-15-0232-46,14-15-5412-46,INSTITUTO MUNICIPAL DE MAGISTERIO BILINGÜE INTERCULTURAL USPANTEKO,INSTITUTO MUNICIPAL DE MAGISTERIO BILINGUE INTERCULTURAL USPANTEKO,MATUTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),98.5,
2524,2525,01-08-0369-46,01-08-0371-46,INSTITUTO TECNOLÓGICO EN EDUCACION INTEGRAL MIXCO A LA VANGUARDIA,INSTITUTO TECNOLÓGICO EN EDUCACIÓN INTEGRAL MIXCO A LA VANGUARDIA,DOBLE,DOBLE,FIN DE SEMANA,FIN DE SEMANA,98.5,
3733,3734,01-15-7858-46,01-15-7859-46,INSTITUO MIXTO NOCTURNO EL ANGEL,INSTITUTO MIXTO NOCTURNO EL ANGEL,NOCTURNA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,98.5,
6077,6079,07-04-0009-46,07-04-0038-46,"INSTITUTO PRIVADO DE EDUCACION DIVERSIFICADA ""CONOCIMIENTO Y VERDAD""","INSTITUTO PRIVADO DE EDUCACIÓN DIVERSIFICADA ""CONOCIMIENTO Y VERDAD""",VESPERTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,98.5,
7556,7565,11-04-0012-46,11-04-0033-46,INSTITUTO MUNICIPAL DE EDUCACION MEDIA Y BACHILLERATO POR MADUREZ,INSTITUTO MUNICIPAL DE EDUCACIÓN MEDIA Y BACHILLERATO POR MADUREZ,DOBLE,SIN JORNADA,SABATINO,SEMIPRESENCIAL (FIN DE SEMANA),98.5,
5156,5201,05-01-0339-46,05-01-0447-46,CORPORACIÓN DEL LICEO EDUCATIVO TÉCNICO EVANGÉLICO SOCIEDAD ANONIMA,CORPORACIÓN DEL LICEO EDUCATIVO TÉCNICO EVANGÉLICO SOCIEDAD ANÓNIMA,DOBLE,MATUTINA,DIARIO(REGULAR),VIRTUAL A DISTANCIA,98.5,
1443,1445,00-09-0011-46,00-09-0015-46,ESCUELA DE ESTUDIOS PENITENCIARIO,ESCUELA DE ESTUDIOS PENITENCIARIOS,DOBLE,DOBLE,FIN DE SEMANA,FIN DE SEMANA,98.5,
5995,5998,06-14-0030-46,06-14-0038-46,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,DOBLE,VESPERTINA,FIN DE SEMANA,DIARIO(REGULAR),98.5,
400,633,00-01-0834-46,00-01-7707-46,INSTITUTO DE ESTUDIOS ESPECIALIZADOS EN CIENCIAS DE LA COMPUTACIÓN,INSTITUTO DE ESTUDIOS ESPECIALIZADOS EN CIENCIAS DE LA COMPUTACION,SIN JORNADA,VESPERTINA,SEMIPRESENCIAL (FIN DE SEMANA),DIARIO(REGULAR),98.5,
8254,8265,12-19-0084-46,12-19-0120-46,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,VESPERTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),98.5,
400,810,00-01-0834-46,00-01-9464-46,INSTITUTO DE ESTUDIOS ESPECIALIZADOS EN CIENCIAS DE LA COMPUTACIÓN,INSTITUTO DE ESTUDIOS ESPECIALIZADOS EN CIENCIAS DE LA COMPUTACION,SIN JORNADA,DOBLE,SEMIPRESENCIAL (FIN DE SEMANA),FIN DE SEMANA,98.5,
8254,8263,12-19-0084-46,12-19-0118-46,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,VESPERTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),98.5,
8254,8264,12-19-0084-46,12-19-0119-46,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,VESPERTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),98.5,
400,635,00-01-0834-46,00-01-7711-46,INSTITUTO DE ESTUDIOS ESPECIALIZADOS EN CIENCIAS DE LA COMPUTACIÓN,INSTITUTO DE ESTUDIOS ESPECIALIZADOS EN CIENCIAS DE LA COMPUTACION,SIN JORNADA,VESPERTINA,SEMIPRESENCIAL (FIN DE SEMANA),FIN DE SEMANA,98.5,
400,632,00-01-0834-46,00-01-7706-46,INSTITUTO DE ESTUDIOS ESPECIALIZADOS EN CIENCIAS DE LA COMPUTACIÓN,INSTITUTO DE ESTUDIOS ESPECIALIZADOS EN CIENCIAS DE LA COMPUTACION,SIN JORNADA,MATUTINA,SEMIPRESENCIAL (FIN DE SEMANA),DIARIO(REGULAR),98.5,
5122,5186,05-01-0271-46,05-01-0411-46,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,VESPERTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),98.5,
5110,5186,05-01-0184-46,05-01-0411-46,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,VESPERTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),98.5,
3543,3733,01-15-0611-46,01-15-7858-46,INSTITUTO MIXTO NOCTURNO EL ANGEL,INSTITUO MIXTO NOCTURNO EL ANGEL,MATUTINA,NOCTURNA,DIARIO(REGULAR),DIARIO(REGULAR),98.5,
3544,3733,01-15-0612-46,01-15-7858-46,INSTITUTO MIXTO NOCTURNO EL ANGEL,INSTITUO MIXTO NOCTURNO EL ANGEL,DOBLE,NOCTURNA,FIN DE SEMANA,DIARIO(REGULAR),98.5,
7921,7923,12-06-0135-46,12-06-0143-46,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,VESPERTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),98.5,
7920,7923,12-06-0134-46,12-06-0143-46,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,VESPERTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),98.5,
7922,7923,12-06-0136-46,12-06-0143-46,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,VESPERTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),98.5,
5155,5156,05-01-0338-46,05-01-0339-46,CORPORACIÓN DEL LICEO EDUCATIVO TÉCNICO EVANGÉLICO SOCIEDAD ANÓNIMA,CORPORACIÓN DEL LICEO EDUCATIVO TÉCNICO EVANGÉLICO SOCIEDAD ANONIMA,MATUTINA,DOBLE,DIARIO(REGULAR),DIARIO(REGULAR),98.5,
5156,5157,05-01-0339-46,05-01-0340-46,CORPORACIÓN DEL LICEO EDUCATIVO TÉCNICO EVANGÉLICO SOCIEDAD ANONIMA,CORPORACIÓN DEL LICEO EDUCATIVO TÉCNICO EVANGÉLICO SOCIEDAD ANÓNIMA,DOBLE,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,98.5,
5156,5185,05-01-0339-46,05-01-0410-46,CORPORACIÓN DEL LICEO EDUCATIVO TÉCNICO EVANGÉLICO SOCIEDAD ANONIMA,CORPORACIÓN DEL LICEO EDUCATIVO TÉCNICO EVANGÉLICO SOCIEDAD ANÓNIMA,DOBLE,MATUTINA,DIARIO(REGULAR),DIARIO(REGULAR),98.5,
7770,7809,12-02-0049-46,12-02-0197-46,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,VESPERTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),98.5,
8254,8267,12-19-0084-46,12-19-0122-46,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,VESPERTINA,DOBLE,DIARIO(REGULAR),DIARIO(REGULAR),98.5,
3467,3733,01-15-0337-46,01-15-7858-46,INSTITUTO MIXTO NOCTURNO EL ANGEL,INSTITUO MIXTO NOCTURNO EL ANGEL,VESPERTINA,NOCTURNA,DIARIO(REGULAR),DIARIO(REGULAR),98.5,
9641,9650,16-03-0093-46,16-03-0139-46,"INSTITUTO TECNOLOGICO VOCACIONAL ""MARCO TULIO DE LA CRUZ MORALES""","INSTITUTO TECNOLÓGICO VOCACIONAL ""MARCO TULIO DE LA CRUZ MORALES""",DOBLE,SIN JORNADA,FIN DE SEMANA,SEMIPRESENCIAL (FIN DE SEMANA),98.5,
3550,3733,01-15-0626-46,01-15-7858-46,INSTITUTO MIXTO NOCTURNO EL ANGEL,INSTITUO MIXTO NOCTURNO EL ANGEL,DOBLE,NOCTURNA,FIN DE SEMANA,DIARIO(REGULAR),98.5,
9954,9955,16-16-0141-46,16-16-0144-46,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,VESPERTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),98.5,
